Tag,Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,2nd dopant,2nd dopant valency,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Log10 Decay time ( log10[ns]),Decay time (ns),Monitoring energy (nm),Reference,Publisher,MP-ID,ICSD-ID,LOF-Score,Journal,ISSN,Year
107,Mg3Y1.8Ge3O12Eu0.1,Mg3Y1.8Ge3O12,Eu,3,0.1,,,,298,610,,,,,,348,,,,6.380211242,2400000,544,https://doi.org/10.1039/D0TC04618C,RSC,mp-1216309,,0.973185715,Journal of Materials Chemistry C,2050-7526,2021
108,Mg3Y1.6Ge3O12Eu0.2,Mg3Y1.6Ge3O12,Eu,3,0.2,,,,298,610,,,,,,393,394,464,,6.322219295,2100000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,1.028960427,Advanced Science,2198-3844,2020
109,Mg3Y1.4Ge3O12Eu0.3,Mg3Y1.4Ge3O12,Eu,3,0.3,,,,298,610,,,,,,393,,,,6.204119983,1600000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,0.956578128,Advanced Science,2198-3844,2020
110,Mg3Y1.2Ge3O12Eu0.4,Mg3Y1.2Ge3O12,Eu,3,0.4,,,,298,610,,,,,,393,394,464,,6.204119983,1600000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,0.956579055,Advanced Science,2198-3844,2020
111,Mg3YGe3O12Eu0.5,Mg3YGe3O12,Eu,3,0.5,,,,298,610,,,,,,393,394,464,,6.146128036,1400000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,0.991163743,Advanced Science,2198-3844,2020
112,Mg3Y0.4Ge3O12Eu0.8,Mg3Y0.4Ge3O12,Eu,3,0.8,,,,298,610,,,,,,393,394,464,,5.477121255,300000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,1.083748512,Advanced Science,2198-3844,2020
113,Mg3Ge3O12Eu1,Mg3Ge3O12,Eu,3,1,,,,298,610,0.637,0.362,,,,393,394,464,,4.698970004,50000,610,https://doi.org/10.1002/advs.201903060,RSC,mp-1216309,,1.038821111,Advanced Science,2198-3844,2020
114,Y3Al5O12Ce0.01,Y3Al5O12,Ce,3,0.01,,,,300,,,,79,,583,454,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.125081121,Journal of Materials Chemistry C,2050-7526,2020
115,Y3Al5O12Ce0.02,Y3Al5O12,Ce,3,0.02,,,,300,,,,85,,488,454,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.097291121,Journal of Materials Chemistry C,2050-7526,2020
116,Y3Al5O12Ce0.03,Y3Al5O12,Ce,3,0.03,,,,300,,,,84,,525,454,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.096697486,Journal of Materials Chemistry C,2050-7526,2020
117,Y3Al5O12Ce0.01,Y3Al5O12,Ce,3,0.01,,,,300,,,,51,,642,340,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.147118973,Journal of Materials Chemistry C,2050-7526,2020
118,Y3Al5O12Ce0.02,Y3Al5O12,Ce,3,0.02,,,,300,,,,42,,607,340,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.122242203,Journal of Materials Chemistry C,2050-7526,2020
119,Y3Al5O12Ce0.03,Y3Al5O12,Ce,3,0.03,,,,300,,,,61,,577,340,,,,,,,https://doi.org/10.1039/D0TC03821K,RSC,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.08530553,Journal of Materials Chemistry C,2050-7526,2020
120,Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,,,,298,535,,,93,,,450,,,,1.783903579,60.8,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.41775056,Acta Materialia,1359-6454,2021
121,Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,,,,323,535,,,,,,450,,,,1.795880017,62.5,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.416301515,Acta Materialia,1359-6454,2021
122,Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,,,,373,535,,,,,,450,,,,1.78604121,61.1,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.423260664,Acta Materialia,1359-6454,2021
123,Y3Al5O12Ce1,Y3Al5O12,Ce,3,1,,,,423,535,,,,,,450,,,,1.788875116,61.5,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-3050, icsd-67102 icsd-236589 icsd-280104 icsd-41144 icsd-74607 icsd-41145 icsd-67103 icsd-170157 icsd-20090 icsd-93635 icsd-16825 icsd-170158 icsd-31496 icsd-23848 icsd-93634,1.436700202,Acta Materialia,1359-6454,2021
124,La3Si6N11Ce1,La3Si6N11,Ce,3,1,,,,298,533,,,89.5,,563,450,,,,1.608526034,40.6,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-1019893, icsd-248709,1.502026818,Acta Materialia,1359-6454,2021
125,La3Si6N11Ce1,La3Si6N11,Ce,3,1,,,,323,533,,,,,,450,,,,1.614897216,41.2,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-1019893, icsd-248709,1.465887705,Acta Materialia,1359-6454,2021
126,La3Si6N11Ce1,La3Si6N11,Ce,3,1,,,,373,533,,,,,,450,,,,1.622214023,41.9,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-1019893, icsd-248709,1.472038466,Acta Materialia,1359-6454,2021
127,La3Si6N11Ce1,La3Si6N11,Ce,3,1,,,,423,533,,,,,,450,,,,1.625312451,42.2,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,mp-1019893, icsd-248709,1.485715549,Acta Materialia,1359-6454,2021
128,CaAlSiN3Ce1,CaAlSiN3,Ce,3,1,,,,298,570,,,78.9,,,450,,,,1.763427994,58,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.425625802,Acta Materialia,1359-6454,2021
129,CaAlSiN3Ce1,CaAlSiN3,Ce,3,1,,,,323,570,,,,,,450,,,,1.770852012,59,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.424315505,Acta Materialia,1359-6454,2021
130,CaAlSiN3Ce1,CaAlSiN3,Ce,3,1,,,,373,570,,,,,,450,,,,1.750508395,56.3,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.482978192,Acta Materialia,1359-6454,2021
131,CaAlSiN3Ce1,CaAlSiN3,Ce,3,1,,,,423,570,,,,,,450,,,,1.737987326,54.7,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.562899267,Acta Materialia,1359-6454,2021
132,CaAlSiN3Eu1,CaAlSiN3,Eu,2,1,,,,298,645,,,88.8,,590,450,,,,2.871572936,744,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.021641587,Acta Materialia,1359-6454,2021
133,CaAlSiN3Eu1,CaAlSiN3,Eu,2,1,,,,323,645,,,,,,450,,,,2.872156273,745,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.014915334,Acta Materialia,1359-6454,2021
134,CaAlSiN3Eu1,CaAlSiN3,Eu,2,1,,,,373,645,,,,,,450,,,,2.874481818,749,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.016837018,Acta Materialia,1359-6454,2021
135,CaAlSiN3Eu1,CaAlSiN3,Eu,2,1,,,,423,645,,,,,,450,,,,2.868644438,739,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.024549292,Acta Materialia,1359-6454,2021
136,SrSi2O2N2Eu1,SrSi2O2N2,Eu,2,1,,,,298,540,,,87.5,,610,450,,,,,,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.63807073,Acta Materialia,1359-6454,2021
137,BaSi2O2N2Eu1,BaSi2O2N2,Eu,2,1,,,,298,495,,,57.4,,480,450,,,,,,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.618251462,Acta Materialia,1359-6454,2021
138,SrBaSiO4Eu1,SrBaSiO4,Eu,2,1,,,,298,520,,,86.6,,485,450,,,,,,,https://doi.org/10.1016/j.actamat.2021.116813,ESV,,,1.541742203,Acta Materialia,1359-6454,2021
139,ZnGa2S4Eu0.005,ZnGa2S4,Eu,2,0.005,,,,298,540,,,,,,460,,,,2.100370545,126,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,0.992258877,Journal of The Electrochemical Society,0013-4651,2012
140,ZnGa2S4Eu0.01,ZnGa2S4,Eu,2,0.01,,,,298,540,,,,,,460,,,,2.06069784,115,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,0.988652568,Journal of The Electrochemical Society,0013-4651,2012
141,ZnGa2S4Eu0.03,ZnGa2S4,Eu,2,0.03,,,,298,540,,,,,,460,,,,2.008600172,102,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,0.984774322,Journal of The Electrochemical Society,0013-4651,2012
142,ZnGa2S4Eu0.05,ZnGa2S4,Eu,2,0.05,,,,298,540,0.299,0.673,,,407,460,460,,,1.959041392,91,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,1.049831615,Journal of The Electrochemical Society,0013-4651,2012
143,ZnGa2S4Eu0.07,ZnGa2S4,Eu,2,0.07,,,,298,540,,,,,,460,,,,1.929418926,85,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,0.981038498,Journal of The Electrochemical Society,0013-4651,2012
144,ZnGa2S4Eu0.1,ZnGa2S4,Eu,2,0.1,,,,298,540,,,,,,460,,,,1.897627091,79,540,https://doi.org/10.1149/2.099205jes,IOP,"mp-5350,mp-34467,mp-1078049,mp-1094008,mp-1094002,mp-1094007,mp-1094013,mp-1094006,mp-1094011,mp-1094022,mp-1094014", icsd-659772 icsd-53604 icsd-656808 icsd-63242 icsd-635305 icsd-635295 icsd-635296 icsd-44886 icsd-635306 icsd-635300,0.9801665,Journal of The Electrochemical Society,0013-4651,2012
145,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,298,538,0.309,0.664,,,402,430,430,,,2.172018809,148.6,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.006225402,Journal of the American Ceramic Society,0002-7820,2013
146,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,320,538,0.309,0.662,,,,430,,,,2.14176323,138.6,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,0.985276396,Journal of the American Ceramic Society,0002-7820,2013
147,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,340,538,0.311,0.659,,,,430,,,,2.080265627,120.3,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,0.988128086,Journal of the American Ceramic Society,0002-7820,2013
148,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,360,538,0.312,0.657,,,,430,,,,2.068185862,117,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,0.990465367,Journal of the American Ceramic Society,0002-7820,2013
149,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,380,538,0.313,0.654,,,,430,,,,1.950364854,89.2,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,0.990425297,Journal of the American Ceramic Society,0002-7820,2013
150,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,400,538,0.314,0.651,,,,430,,,,1.939019776,86.9,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,0.994783718,Journal of the American Ceramic Society,0002-7820,2013
151,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,420,538,0.315,0.648,,,,430,,,,1.862131379,72.8,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.006144965,Journal of the American Ceramic Society,0002-7820,2013
152,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,440,538,0.317,0.645,,,,430,,,,1.777426822,59.9,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.011770296,Journal of the American Ceramic Society,0002-7820,2013
153,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,460,538,0.318,0.642,,,,430,,,,1.674861141,47.3,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.001412927,Journal of the American Ceramic Society,0002-7820,2013
154,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,480,538,0.319,0.638,,,,430,,,,1.564666064,36.7,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.004998315,Journal of the American Ceramic Society,0002-7820,2013
155,MgGa2S4Eu0.06,MgGa2S4,Eu,2,0.06,,,,500,538,0.318,0.635,,,,430,,,,1.477121255,30,538,https://doi.org/10.1111/jace.12257,Wiley,"mp-667323,mp-1246286", icsd-15350,1.037645055,Journal of the American Ceramic Society,0002-7820,2013
156,Ba5Si2O6Cl6Eu0.005,Ba5Si2O6Cl6,Eu,2,0.005,,,,298,510,,,,,,400,400,,,2.7599925,575.43,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.023553661,RSC Advances,2046-2069,2017
157,Ba5Si2O6Cl6Eu0.01,Ba5Si2O6Cl6,Eu,2,0.01,,,,298,510,,,,,,400,400,,,2.728402485,535.06,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.020284191,RSC Advances,2046-2069,2017
158,Ba5Si2O6Cl6Eu0.02,Ba5Si2O6Cl6,Eu,2,0.02,,,,298,510,,,44,,430,400,400,,,2.714094943,517.72,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.019507728,RSC Advances,2046-2069,2017
159,Ba5Si2O6Cl6Eu0.03,Ba5Si2O6Cl6,Eu,2,0.03,,,,298,510,,,,,,400,400,,,2.677104852,475.45,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.016655639,RSC Advances,2046-2069,2017
160,Ba5Si2O6Cl6Eu0.04,Ba5Si2O6Cl6,Eu,2,0.04,,,,298,510,,,,,,400,400,,,2.64267222,439.21,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.016577956,RSC Advances,2046-2069,2017
161,Ba5Si2O6Cl6Eu0.05,Ba5Si2O6Cl6,Eu,2,0.05,,,,298,510,,,,,,400,400,,,2.640183192,436.7,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.016863971,RSC Advances,2046-2069,2017
162,Ba5Si2O6Cl6Eu0.06,Ba5Si2O6Cl6,Eu,2,0.06,,,,298,510,,,,,,400,400,,,2.631220476,427.78,510,https://doi.org/10.1039/C7RA07221J,RSC,,,1.017496509,RSC Advances,2046-2069,2017
163,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,2,0.15,,,,300,554,0.4,0.58,,,414,405,,,,2.334453751,216,,https://doi.org/10.1016/j.jlumin.2012.05.004,ESV,,,1.063722613,Journal of Luminescence,0022-2313,2012
164,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,2,0.15,,,,400,554,,,,,,405,,,,2.149219113,141,554,https://doi.org/10.1016/j.jlumin.2012.05.004,ESV,,,1.021792685,Journal of Luminescence,0022-2313,2012
165,CaLaGa3S7Eu0.15,CaLaGa3S7,Eu,2,0.15,,,,500,554,,,,,,405,,,,1.681241237,48,554,https://doi.org/10.1016/j.jlumin.2012.05.004,ESV,,,1.003646116,Journal of Luminescence,0022-2313,2012
166,Ca8La1.98P6O26Ce0.02,Ca8La1.98P6O26,Ce,3,0.02,,,,298,415,0.157,0.123,59,,,310,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.024564758,Journal of Physical Chemistry C,1932-7447,2012
167,Ca8La1.96P6O26Ce0.04,Ca8La1.96P6O26,Ce,3,0.04,,,,298,415,0.16,0.115,67,,,310,310,,,,,415,https://doi.org/10.1021/jp302252k,ACS,,,1.00873596,Journal of Physical Chemistry C,1932-7447,2012
168,Ca7.98La1.96P6O26Ce0.04Eu0.02,Ca7.98La1.96P6O26,Ce,3,0.04,Eu,2,0.02,298,438,0.179,0.169,43,,,310,,,,1.460597189,28.88,,https://doi.org/10.1021/jp302252k,ACS,,,0.971657829,Journal of Physical Chemistry C,1932-7447,2012
169,Ca7.95La1.96P6O26Ce0.04Eu0.05,Ca7.95La1.96P6O26,Ce,3,0.04,Eu,2,0.05,298,,0.184,0.181,31,,,310,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.074774513,Journal of Physical Chemistry C,1932-7447,2012
170,Ca7.94La1.96P6O26Ce0.04Eu0.06,Ca7.94La1.96P6O26,Ce,3,0.04,Eu,2,0.06,298,453,0.19,0.192,19,,,310,,,,1.174059808,14.93,,https://doi.org/10.1021/jp302252k,ACS,,,0.977048596,Journal of Physical Chemistry C,1932-7447,2012
171,Ca7.92La1.96P6O26Ce0.04Eu0.08,Ca7.92La1.96P6O26,Ce,3,0.04,Eu,2,0.08,298,453,0.198,0.201,13,,,310,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.015594417,Journal of Physical Chemistry C,1932-7447,2012
172,Ca8La1.94P6O26Ce0.06,Ca8La1.94P6O26,Ce,3,0.06,,,,298,415,0.168,0.158,47,,,310,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.024145689,Journal of Physical Chemistry C,1932-7447,2012
173,Ca8La1.92P6O26Ce0.08,Ca8La1.92P6O26,Ce,3,0.08,,,,298,415,0.171,0.159,44,,,310,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.024264307,Journal of Physical Chemistry C,1932-7447,2012
174,Ca7.98La2P6O26Eu0.02,Ca7.98La2P6O26,Eu,2,0.02,,,,298,453,0.184,0.156,13,,,318,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,1.02217897,Journal of Physical Chemistry C,1932-7447,2012
175,Ca7.95La2P6O26Eu0.05,Ca7.95La2P6O26,Eu,2,0.05,,,,298,453,0.187,0.164,14,,,318,318,370,252,,,453,https://doi.org/10.1021/jp302252k,ACS,,,1.032633482,Journal of Physical Chemistry C,1932-7447,2012
176,Ca7.94La2P6O26Eu0.06,Ca7.94La2P6O26,Eu,2,0.06,,,,298,453,0.196,0.185,9,,,318,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,0.995804003,Journal of Physical Chemistry C,1932-7447,2012
177,Ca7.92La2P6O26Eu0.08,Ca7.92La2P6O26,Eu,2,0.08,,,,298,453,0.199,0.192,7,,,318,,,,,,,https://doi.org/10.1021/jp302252k,ACS,,,0.995804003,Journal of Physical Chemistry C,1932-7447,2012
178,Ba2Y2.995Si3O12FCe0.005,Ba2Y2.995Si3O12F,Ce,3,0.005,,,,298,425,,,26,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,1.022467126,Journal of the American Ceramic Society,0002-7820,2014
179,Ba2Y2.99Si3O12FCe0.01,Ba2Y2.99Si3O12F,Ce,3,0.01,,,,298,428,,,42,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,1.02071424,Journal of the American Ceramic Society,0002-7820,2014
180,Ba2Y2.97Si3O12FCe0.03,Ba2Y2.97Si3O12F,Ce,3,0.03,,,,298,435,,,51,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,1.017848632,Journal of the American Ceramic Society,0002-7820,2014
181,Ba2Y2.95Si3O12FCe0.05,Ba2Y2.95Si3O12F,Ce,3,0.05,,,,298,442,,,53,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,1.015016134,Journal of the American Ceramic Society,0002-7820,2014
182,Ba2Y2.93Si3O12FCe0.07,Ba2Y2.93Si3O12F,Ce,3,0.07,,,,298,460,,,47,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,1.019483076,Journal of the American Ceramic Society,0002-7820,2014
183,Ba2Y2.85Si3O12FCe0.15,Ba2Y2.85Si3O12F,Ce,3,0.15,,,,298,,0.231,0.301,,,,355,,,,,,,https://doi.org/10.1111/jace.12765,Wiley,,,0.994357102,Journal of the American Ceramic Society,0002-7820,2014
184,Cs0.99MgPO4Eu0.01,Cs0.99MgPO4,Eu,3,0.01,,,,300,593,0.56,0.42,,,,266,395,,,6.220108088,1660000,593,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,mp-18329, icsd-260423,1.020471267,Solid State Sciences,1293-2558,2014
185,Cs0.95MgPO4Eu0.05,Cs0.95MgPO4,Eu,3,0.05,,,,300,593,0.56,0.42,,,,266,,,,6.178976947,1510000,593,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,mp-18329, icsd-260423,1.09102712,Solid State Sciences,1293-2558,2014
186,Cs0.93MgPO4Eu0.07,Cs0.93MgPO4,Eu,3,0.07,,,,300,593,0.56,0.42,,,,266,395,,,6.08278537,1210000,593,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,mp-18329, icsd-260423,0.977429765,Solid State Sciences,1293-2558,2014
187,Cs0.95MgPO4Eu0.05,Cs0.95MgPO4,Eu,3,0.05,,,,300,,,,39,,,395,,,,,,,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,mp-18329, icsd-260423,0.985088217,Solid State Sciences,1293-2558,2014
188,Cs0.99ZnPO4Eu0.01,Cs0.99ZnPO4,Eu,3,0.01,,,,300,615,0.62,0.34,,,,266,395,,,,,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,1.013270922,Solid State Sciences,1293-2558,2014
189,Cs0.95ZnPO4Eu0.05,Cs0.95ZnPO4,Eu,3,0.05,,,,300,615,0.62,0.34,,,,266,,,,5.991226076,980000,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,0.959062397,Solid State Sciences,1293-2558,2014
190,Cs0.93ZnPO4Eu0.07,Cs0.93ZnPO4,Eu,3,0.07,,,,300,615,0.62,0.34,,,,266,395,,,,,615,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,1.004457444,Solid State Sciences,1293-2558,2014
191,Cs0.95ZnPO4Eu0.05,Cs0.95ZnPO4,Eu,3,0.05,,,,300,,,,47,,,395,,,,,,,https://doi.org/10.1016/j.solidstatesciences.2013.12.017,ESV,"mp-557693,mp-559752,mp-18673", icsd-85455 icsd-236912 icsd-85456 icsd-85457,0.985773412,Solid State Sciences,1293-2558,2014
192,K2Ca2Si2O7Bi0.02,K2Ca2Si2O7,Bi,3,0.02,,,,298,490,0.222,0.321,,,,309,309,,,1.053078443,11.3,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.128122091,Optical Materials,0925-3467,2021
193,K2Ca2Si2O7Bi0.04,K2Ca2Si2O7,Bi,3,0.04,,,,298,490,0.218,0.316,,,,309,309,,,,,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.105887636,Optical Materials,0925-3467,2021
194,K2Ca2Si2O7Bi0.06,K2Ca2Si2O7,Bi,3,0.06,,,,298,490,0.217,0.309,,,,309,309,,,,,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.107497687,Optical Materials,0925-3467,2021
195,K2Ca2Si2O7Bi0.08,K2Ca2Si2O7,Bi,3,0.08,,,,298,490,0.217,0.299,,,,309,309,,,,,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.109794715,Optical Materials,0925-3467,2021
196,K2Ca2Si2O7Bi0.1,K2Ca2Si2O7,Bi,3,0.1,,,,298,490,0.216,0.292,,,,309,309,,,,,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.113166113,Optical Materials,0925-3467,2021
197,K2Ca2Si2O7Bi0.12,K2Ca2Si2O7,Bi,3,0.12,,,,298,490,0.217,0.292,,,,309,309,,,1.747411808,55.9,490,https://doi.org/10.1016/j.optmat.2021.111293,ESV,,,1.153806015,Optical Materials,0925-3467,2021
